qid	dqid	start_id	end_id	start_details	end_details	start_ts	end_ts
6	FF7EAF26-AA85-001E-F87E-E5709A9C21D8	276	277	NULL	{"time":47.649999999999,"won":true}	1526062679000	1526062734000
6	1F7AD6CD-767F-4A54-062F-481D38F8EA04	468	473	NULL	{"won":false,"time":48.683333333332,"answer":"0 6 9 6 9 \\/\\/\\/ Correct: 35280"}	1526078578154	1526078636400
6	0961435B-A1E3-4333-C5B7-E6FB6F1AFCC6	505	511	NULL	{"won":false,"time":55.849999999998,"answer":"8 5 8 0 0 \\/\\/\\/ Correct: 42600"}	1526078966740	1526079029955
6	85BF337C-822A-BC68-1D83-34A04901CED8	528	NULL	NULL	NULL	1526079153892	NULL
6	1D108FFF-3AAF-ADEC-55D8-0C14D631BEDC	547	NULL	NULL	NULL	1526079572723	NULL
6	595916F5-2F01-D37C-5E79-7B3C5EABC29C	597	NULL	NULL	NULL	1526082624267	NULL
6	E644FF36-1AB7-FE8E-5C72-B848A4A06045	615	NULL	NULL	NULL	1526082869407	NULL
6	C6EFF56A-A604-212D-02AD-C94E6EAF0DAF	636	NULL	NULL	NULL	1526083351646	NULL
6	38F4136E-1F0D-3E3B-7CCB-3901301FDCA7	664	NULL	NULL	NULL	1526083553477	NULL
6	550426D1-3341-7D8A-D1B1-83DE192C87CC	691	NULL	NULL	NULL	1526084094923	NULL
6	8477FC65-0670-BE5E-72CF-B59DD61EDD66	730	731	NULL	{"won":true,"time":93.899999999996}	1526085401127	1526085504247
6	86D73FA3-604D-5F28-1A0F-2C29A40846AC	756	758	NULL	{"won":false,"time":28.7,"answer":"0 8 9 0 0 \\/\\/\\/ Correct: 41880"}	1526086044028	1526086083165
6	5F861E06-3C04-84BD-B1B9-724EE2E1BC81	772	773	NULL	{"won":false,"time":114.88333333333,"answer":"0 9 9 9 0 \\/\\/\\/ Correct: 40020"}	1526086237398	1526086490522
6	0336886D-233F-2B43-B874-9ED157BA2817	811	NULL	NULL	NULL	1526088378780	NULL
6	26F3D6B1-66AC-AC8B-F440-41C2EC4D0CC4	865	NULL	NULL	NULL	1526088969128	NULL
6	3EF9D2BA-858A-5B72-73BB-6DB88A435F90	908	910	NULL	{"won":true,"time":8.2166666666667}	1526098714742	1526098756209
6	22E3329A-0921-04FF-1A1F-472839B0C0A3	939	NULL	NULL	NULL	1526100622450	NULL
6	C55BB763-FBE1-606D-52CB-4F920F7332B4	1003	1008	NULL	{"won":false,"time":97.066666666662,"answer":"0 0 5 9 1 \\/\\/\\/ Correct: 35460"}	1526105869017	1526106006100
6	C8A327B0-1854-D842-152F-D1A662ACEBEE	1035	NULL	NULL	NULL	1526106230793	NULL
6	2D4618BB-6C44-43FC-D833-3E257AD48536	1051	1061	NULL	{"won":false,"time":75.58333333333,"answer":"0 8 0 8 0 \\/\\/\\/ Correct: 35820"}	1526106356713	1526106452520
6	C5CE23BF-5CFB-C0FC-EF07-62079AC11020	1056	NULL	NULL	NULL	1526106376426	NULL
6	8733D51C-0938-1919-965D-7ADF25F9E843	1092	NULL	NULL	NULL	1526106640016	NULL
6	E071FA14-EAE8-995A-59FE-9458257F6394	1109	1126	NULL	{"won":false,"time":32.933333333333,"answer":"0 0 6 2 0 \\/\\/\\/ Correct: 36600"}	1526106723936	1526106768243
6	025CCDD1-F37D-0CB2-7247-F449723CFBA1	1136	1137	NULL	{"won":false,"time":1.7833333333333,"answer":"0 0 0 0 1 \\/\\/\\/ Correct: 35760"}	1526106813538	1526106847626
6	89871B54-9F7C-1827-4809-005145D186B1	1141	NULL	NULL	NULL	1526106858211	NULL
6	48452452-8C01-355F-3A9D-F4BA541829A1	1176	1186	NULL	{"won":false,"time":45.233333333332,"answer":"0 0 4 5 6 \\/\\/\\/ Correct: 27360"}	1526106987250	1526107035811
6	1AD010AA-7183-8E17-003A-D03967D53F90	1182	1183	NULL	{"won":false,"time":1.3166666666667,"answer":"0 0 0 1 0 \\/\\/\\/ Correct: 36540"}	1526106998756	1526107005206
6	D738E904-3DA4-77F6-F997-30BAA677FBFD	1209	1211	NULL	{"won":true,"time":32.566666666666}	1526107162437	1526107205594
6	402CA533-235A-00FA-669B-A6C06EF99793	1247	NULL	NULL	NULL	1526108059510	NULL
6	0B94E657-4085-9635-B6B0-D4689D3B63CA	1270	NULL	NULL	NULL	1526137722037	NULL
6	6DD146B6-8DA8-97B3-B8C7-F32079580A6E	1289	NULL	NULL	NULL	1526138272916	NULL
6	76DB00D8-2D2D-A2DA-3704-C7EA808E3B30	1309	1310	NULL	{"won":false,"time":31.483333333333,"answer":"2 8 8 0 0 \\/\\/\\/ Correct: 29400"}	1526148240053	1526148301638
6	ED94EADE-B1E3-C3CB-17CC-1AC6AC2BAC84	1328	NULL	NULL	NULL	1526148817343	NULL
6	8C139D9C-06C4-4FF9-52C7-B63AFC5D057B	1347	1355	NULL	{"won":false,"time":27.766666666666,"answer":"3 6 0 0 2 \\/\\/\\/ Correct: 36120"}	1526149204743	1526149406495
6	9A1972FE-32E8-E3C7-7076-9DB921FF0172	1366	1367	NULL	{"won":true,"time":49.749999999998}	1526149543363	1526149654224
6	F1408BC7-B1C9-89A9-5E1B-CF6CC6C5FC67	1386	NULL	NULL	NULL	1526151712969	NULL
6	8C7F1A81-4AA5-0E64-0A89-8E538A415C22	1411	NULL	NULL	NULL	1526155838461	NULL
6	C5F3FDE8-AC31-C5E3-6587-3CC4A9AC005B	1445	1448	NULL	{"won":false,"time":17.466666666667,"answer":"0 8 0 3 6 \\/\\/\\/ Correct: 40620"}	1526156461224	1526156486464
6	E4739558-2DF6-9D1A-B445-FD7063E89964	1458	NULL	NULL	NULL	1526156530075	NULL
6	EC2168CF-BA61-8AB6-B1CC-C770B4073FA3	1470	NULL	NULL	NULL	1526156641489	NULL
6	9E8F3CAF-139B-7EEF-E8A0-FB4079038587	1497	NULL	NULL	NULL	1526158039536	NULL
6	D00FE17B-2394-984D-0B76-367C89648A57	1536	1537	NULL	{"won":true,"time":39.149999999999}	1526163896238	1526163991177
6	54E2B8C6-BE01-9A9B-DC3F-893F312BD62E	1576	1577	NULL	{"won":true,"time":66.116666666664}	1526168309268	1526168388215
6	3A98F1C9-78ED-BD29-6948-BF65DF17E4A0	1716	NULL	NULL	NULL	1526179160890	NULL
6	0A499315-00A3-94A9-858B-240D680AFA67	1734	1738	NULL	{"won":false,"time":63.716666666664,"answer":"0 6 6 0 0 \\/\\/\\/ Correct: 36600"}	1526179516752	1526179622950
6	DB8ACF33-D840-7669-7799-F6930900696A	1897	1898	NULL	{"won":false,"time":102.33333333333,"answer":"2 3 6 4 0 \\/\\/\\/ Correct: 24240"}	1526200712919	1526200822989
