qid	dqid	start_id	end_id	start_details	end_details	start_ts	end_ts
8	97A36572-B9B6-7412-69A0-2345014542FE	21097	21102	NULL	NULL	1527439706208	1527439768291
8	49E79028-C3D3-FED3-2BB5-3E9EA038C5C5	21152	21153	NULL	NULL	1527441574306	1527441642196
8	AF05A1D2-2F46-0DC6-6E0E-8DF7D47CC26C	21242	21246	NULL	NULL	1527445176055	1527445236799
8	A00E1A5F-D317-2F00-8A27-1580C49E3EBE	21249	21255	NULL	NULL	1527445236261	1527445312310
8	822DB036-6583-2485-44FB-45F2247A48FC	21253	21257	NULL	NULL	1527445302554	1527445360007
8	0A417CD6-D834-266A-63FA-0D22EE894E25	21314	NULL	NULL	NULL	1527446278042	NULL
8	21408ECD-53C0-70B0-C765-086A92DC4941	21398	21399	NULL	NULL	1527451131406	1527451175771
8	C30DE0E5-C14B-BF2B-C1B1-E85DCD54EF13	21475	21476	NULL	NULL	1527452307797	1527452342943
8	1F7A93BA-678A-B36B-4F39-2A41B4A291E4	21489	21493	NULL	NULL	1527452476814	1527452564740
8	D57EEFDB-AAC4-6595-787C-2D14A7FABACE	21533	21537	NULL	NULL	1527453407978	1527453459487
8	AA4D83B0-3182-63E4-23CE-00539D839FA2	21578	21582	NULL	NULL	1527453912066	1527453954813
8	1C0704D8-6D2B-A724-9C54-7C85FE729218	21613	21615	NULL	NULL	1527454427419	1527454503849
8	6998435F-79D7-7C6C-535D-F4A9D5B06260	21674	21678	NULL	NULL	1527456694681	1527456754222
8	16F3C113-CB73-575C-8EA2-D8F335BD3179	21698	21699	NULL	NULL	1527457420080	1527457457154
8	D5950D2A-1398-E5E8-08FE-BD92D0E073E9	21745	21748	NULL	NULL	1527458757008	1527458832601
8	C2DA049B-5B52-A9D2-655F-1FB6BA7153A5	21778	21779	NULL	NULL	1527459880072	1527459921855
8	6DCED6EA-07F9-2E8F-88C5-DCCCA163CC0E	21815	21817	NULL	NULL	1527461937593	1527461994411
8	E9593127-F20C-3EF6-E16C-CA238A8505CD	21950	21952	NULL	NULL	1527466803743	1527466854487
8	08EA75FE-1A3D-3CD0-2762-C86BC63FEEE8	22171	22174	NULL	NULL	1527476086959	1527476151834
8	0AB98A8E-83F1-61FA-29E3-5983B2AEB227	22265	22268	NULL	NULL	1527500447730	1527500509421
8	A6EB0511-91C8-8290-18CF-119DA8DB4051	22311	22312	NULL	NULL	1527483502477	1527483665460
8	413DB58C-FBC3-DB6C-C853-412364AC7625	22351	22352	NULL	NULL	1527485647204	1527485671903
8	F147520C-84ED-3789-B247-27CEE22851F2	22374	22375	NULL	NULL	1527486026958	1527486080310
8	74788218-A318-9023-BDEE-158775CB5032	22451	22453	NULL	NULL	1527487677362	1527487725703
8	0CCD6DDD-AFB1-ECFB-DD83-33C7A05C186B	22466	22471	NULL	NULL	1527487879678	1527487948988
8	73B976FF-1EE1-CCB0-6F3E-564A6E78CE9E	22556	22557	NULL	NULL	1527493176739	1527493223941
8	CF3EAA7D-F04D-26C7-BEA7-5E7C2EFFAAA7	22589	22590	NULL	NULL	1527495848725	1527495885566
8	C1D16C96-6288-0ABD-7CD2-3483A5ABF89E	22617	22618	NULL	NULL	1527499491445	1527499549405
8	B483F1C2-3173-0AD9-F3A2-191B7DF295B3	22705	22706	NULL	NULL	1527505519748	1527505596099
