aid	qid	uid
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	3	23E41FB5-342E-ABC1-4F20-F6737609FCBD
10	4	23E41FB5-342E-ABC1-4F20-F6737609FCBD
7	1	66472B67-A742-0E96-6210-3086A80BD8D5
7	1	66472B67-A742-0E96-6210-3086A80BD8D5
7	1	66472B67-A742-0E96-6210-3086A80BD8D5
7	1	66472B67-A742-0E96-6210-3086A80BD8D5
7	1	66472B67-A742-0E96-6210-3086A80BD8D5
7	1	66472B67-A742-0E96-6210-3086A80BD8D5
7	1	66472B67-A742-0E96-6210-3086A80BD8D5
7	1	66472B67-A742-0E96-6210-3086A80BD8D5
7	1	66472B67-A742-0E96-6210-3086A80BD8D5
7	1	66472B67-A742-0E96-6210-3086A80BD8D5
7	1	66472B67-A742-0E96-6210-3086A80BD8D5
