log_no_quest_id	gid	cid	log_ts	aid	a_detail	uid	vid	sessionid	session_seqid	client_ts	multiplayer_uid	multiplayer_seqid
147	1800	2	1526330255	1	NULL	227DA808-836A-189A-A92A-B24EEACF2787	1	1F4B1B53-FDC2-A4A4-56D4-89A1B77072B5	1	1526330254079	NULL	0
148	1800	2	1526331516	1	NULL	5840DD50-B7EF-681E-B7D4-21981CB7A993	1	97D7DA8C-1F64-D638-5BCE-567148CF12C0	1	1526331516425	NULL	0
149	1800	2	1526339863	1	NULL	B0C309F6-518C-4894-24C7-A23F65D2C86C	1	058DCE08-0F58-4F7C-4BBF-44545A91D810	35	1526339862104	NULL	0
150	1800	2	1526344064	1	NULL	01DBBA8E-A93C-38D4-7D7D-49ECE6A99BC2	1	A5035828-D8DD-6F94-3717-3E37BE7AD27C	1	1526344063722	NULL	0
151	1800	2	1526344594	1	NULL	F1A030A7-1C58-1A80-9E20-E2CCC5EC42EC	1	B0393BC3-9D11-EE6C-70B6-9EDF90F8C6CF	1	1526344593807	NULL	0
152	1800	2	1526344685	1	NULL	F1A030A7-1C58-1A80-9E20-E2CCC5EC42EC	1	20368ABE-BD31-73BF-6446-2129FC3CE73F	1	1526344684558	NULL	0
153	1800	2	1526349467	1	NULL	A34CE7EC-C8AF-FE5C-18F6-E8AEDA75DE31	1	1EAD21FC-F0BD-DBF2-B851-0EADDA5BB043	1	1526349465916	NULL	0
154	1800	2	1526353059	1	NULL	EE44FFDE-34E1-5F39-38BC-7F1F3DBB5E8C	1	B37E72E1-F8E7-57D1-E370-6032CDF12907	1	1526353058258	NULL	0
155	1800	2	1526353699	1	NULL	EE44FFDE-34E1-5F39-38BC-7F1F3DBB5E8C	1	B37E72E1-F8E7-57D1-E370-6032CDF12907	43	1526353697955	NULL	0
156	1800	1	1526356354	1	NULL	4A4B9FFE-6E83-DB6A-C860-7B38B2488597	1	37B1E0D9-C136-C7D3-AB69-19B081A94ADD	1	1526356348000	NULL	0
157	1800	1	1526356507	1	NULL	4A4B9FFE-6E83-DB6A-C860-7B38B2488597	1	37B1E0D9-C136-C7D3-AB69-19B081A94ADD	14	1526356505000	NULL	0
158	1800	1	1526359447	1	NULL	D3D20663-B35E-02FC-AE02-591AE3566B0A	1	NULL	1	1526359441000	NULL	0
159	1800	1	1526359519	1	NULL	D3D20663-B35E-02FC-AE02-591AE3566B0A	1	NULL	10	1526359507000	NULL	0
160	1800	1	1526359596	1	NULL	D3D20663-B35E-02FC-AE02-591AE3566B0A	1	NULL	17	1526359590000	NULL	0
161	1800	1	1526359997	1	NULL	9796422C-4CA1-F6B9-FB5C-B7F460644945	1	35FC94B9-DF12-CD00-AD28-017671F828CF	1	1526359995000	NULL	0
