log_no_quest_id	gid	cid	log_ts	aid	a_detail	uid	vid	sessionid	session_seqid	client_ts	multiplayer_uid	multiplayer_seqid										
1	1800	1	1526006287	1	NULL	A4A57113-B35E-0583-51FA-D192E429947A	1	6082F8AE-DF74-D32D-4796-9CDC5B08625E	1	1.52601E+12	NULL	0										
2	1800	1	1526015436	1	NULL	C2C3177D-5DB0-E3E2-40E3-480B02488514	1	EE0D91BE-2BC6-3A76-346B-B652FD927EEF	1	1.52602E+12	NULL	0										
3	1800	1	1526018715	1	NULL	C2C3177D-5DB0-E3E0-62C1-6A2920688514	1	2E21BD52-A38A-115D-E4BA-471C1103C196	1	1.52602E+12	NULL	0										
4	1800	1	1526019113	1	NULL	B5B46005-D538-6492-40EC-B7F42F922F6C	1	2D229F1D-CF38-7307-3DD3-EE56CBD0A924	1	1.52602E+12	NULL	0										
5	1800	1	1526020585	1	NULL	F1F0244D-5DB0-E0D2-40E0-7B38FE877A24	1	78D1B3F8-3BED-5F2E-C4B8-7124BC54932D	1	1.52602E+12	NULL	0										
6	1800	1	1526020948	1	NULL	6869BDDF-7F92-C945-379C-B7F44E8994B6	1	000B5E5B-072A-DBDB-B15E-1CE519C7F23A	1	1.52602E+12	NULL	0										
7	1800	1	1526021339	1	NULL	0E0FDBBC-4CA1-FF2C-AE00-7B38F06885D5	1	F3412641-E3B1-A45A-3452-0576B217559A	1	1.52602E+12	NULL	0										
8	1800	1	1526021451	1	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	A03DF736-25F3-C23D-91B9-2EB7C3053875	1	1.52602E+12	NULL	0										
9	1800	1	1526021476	5	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	A03DF736-25F3-C23D-91B9-2EB7C3053875	4	1.52602E+12	NULL	0										
10	1800	1	1526021498	5	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	08F40749-B294-5286-8AF8-1935EE5A8531	1	1.52602E+12	NULL	0										
11	1800	1	1526021499	1	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	08F40749-B294-5286-8AF8-1935EE5A8531	2	1.52602E+12	NULL	0										
12	1800	1	1526022100	5	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	00B48EF6-3356-3EF0-7282-A721E4289BCF	1	1.52602E+12	NULL	0										
13	1800	1	1526022119	1	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	00B48EF6-3356-3EF0-7282-A721E4289BCF	2	1.52602E+12	NULL	0										
15	1800	1	1526067582	1	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	5E644D89-AF72-66D2-BB2D-C38FA393B6C5	1	1.52607E+12	NULL	0										
16	1800	1	1526067735	1	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	4B0DD5BB-C6CC-1E31-8B9E-ECD040D3B9C9	1	1.52607E+12	NULL	0										
17	1800	1	1526068047	1	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	581434FE-5C10-BBA9-7FE0-3117D98BDE92	1	1.52607E+12	NULL	0										
18	1800	1	1526068239	1	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	F8CB7478-10E6-B22D-EC8D-788F0C64A229	1	1.52607E+12	NULL	0						F				
19	1800	1	1526068431	1	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	F8CB7478-10E6-B22D-EC8D-788F0C64A229	8	1.52607E+12	NULL	0										
20	1800	1	1526068434	1	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	F8CB7478-10E6-B22D-EC8D-788F0C64A229	9	1.52607E+12	NULL	0										
21	1800	1	1526068452	1	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	F8CB7478-10E6-B22D-EC8D-788F0C64A229	12	1.52607E+12	NULL	0										
22	1800	1	1526068704	1	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	AF12CC41-48F5-F044-E756-C5D6C2E37ED6	1	1.52607E+12	NULL	0										
23	1800	1	1526068853	1	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	D6DDA060-BF4D-7E7D-3E71-5E3C7A99A337	1	1.52607E+12	NULL	0										
24	1800	1	1526068908	1	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	6E7AB5F3-7BAC-14D2-7F21-C00B42CBD73B	1	1.52607E+12	NULL	0										
25	1800	1	1526069249	1	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	931F6085-31B9-1408-1F09-F26F1C74DF7A	1	1.52607E+12	NULL	0										
26	1800	1	1526069607	1	NULL	02334B5E-9659-1341-4917-B1F67A202234	1	AD0E6FD6-AAC2-2598-6365-AA4D44918DC5	1	1.52607E+12	NULL	0										
27	1800	1	1526069709	1	NULL	02334B5E-9659-1341-4917-B1F67A202234	1	AD0E6FD6-AAC2-2598-6365-AA4D44918DC5	33	1.52607E+12	NULL	0										
28	1800	1	1526069728	1	NULL	96AFB7E8-A634-652F-770E-F6E2D0857B89	1	5E042837-3CEF-C613-6C3A-EF3C6483A9E9	1	1.52607E+12	NULL	0										
29	1800	1	1526071426	1	NULL	6D70AB3B-755E-58BE-5C40-70DE477E97B1	1	9A61BB6F-764B-58B6-1C57-5F6B9A6B8B49	1	1.52607E+12	NULL	0										
31	1800	1	1526078592	1	NULL	0E0FDBBF-7F92-CF25-379A-D192842558D6	1	BFD35D52-4FCA-DE32-5F6A-25489B9C558A	1	1.52608E+12	NULL	0										
51	1800	1	1526083643	1	NULL	E0E13555-D538-61C1-73DA-D192917AA73C	1	C074B240-4A13-40E1-611C-9213087B9232	1	1.52608E+12	NULL	0										
56	1800	1	1526088270	1	NULL	B5B46005-D538-649D-BF13-480B0DBFF26C	1	F7AA6E29-7E3C-614F-9B7C-D39529E8348E	1	1.52609E+12	NULL	0										
60	1800	1	1526091174	1	NULL	3D3CE883-B35E-0C13-51F3-480B8BDFF2EA	1	01C7E64F-652C-CD45-02E7-A978E12A60C6	1	1.52609E+12	NULL	0										
101	1800	1	1526162325	1	NULL	3D3CE883-B35E-0C14-2684-3F7CEDBEE3EA	1	4D8A7D27-EC4A-D7FA-3181-F623CD7AD744	1	1.52616E+12	NULL	0										
104	1800	1	1526164861	1	NULL	C2C31773-B35E-03E3-51FC-B7F4C06BB61A	1	C08BD39D-451D-58FA-83B1-576CD8C76A23	1	1.52616E+12	NULL	0										
117	1800	1	1526193343	1	NULL	9796422F-7F92-C6BC-AE0A-D19214255846	1	A7503D0D-E5F9-BCCF-4215-063F8B2FC9AA	1	1.52619E+12	NULL	0										
120	1800	1	1526201734	1	NULL	1F1ECAAB-3BD6-8E36-04AC-B7F43AC994C2	1	91F61435-84E2-4C7C-4A94-DB3B62E587A0	1	1.5262E+12	NULL	0										
121	1800	1	1526209735	1	NULL	F1F02449-19F4-A0D5-3793-480BC9F77A20	1	NULL	1	1.52621E+12	NULL	0										
122	1800	1	1526216267	1	NULL	7978ACC3-B35E-0852-40E6-1D5EDACBB6AA	1	E1F13AA4-9F0A-27CA-B8DB-C08DE0044E4C	1	1.52622E+12	NULL	0										
123	1800	1	1526216503	1	NULL	B5B46007-F71A-4492-40EE-95D6871AA76E	1	EA3CA211-FC9C-7582-4173-CD3AECAF4D2A	1	1.52622E+12	NULL	0										
140	1800	1	1526283666	1	NULL	2C2DF99D-5DB0-ED0F-9D30-7B387BD22FF4	1	5EB475FF-6F9B-40B3-E91D-D49EDBCD0BB0	1	1.52628E+12	NULL	0										
142	1800	1	1526321344	1	NULL	4A4B9FFE-6E83-DB6B-D971-6A29F60DD097	1	1C3C574D-8B09-268F-EA96-34C86A251BA5	8	1.52632E+12	NULL	0										
156	1800	1	1526356354	1	NULL	4A4B9FFE-6E83-DB6A-C860-7B38B2488597	1	37B1E0D9-C136-C7D3-AB69-19B081A94ADD	1	1.52636E+12	NULL	0										
157	1800	1	1526356507	1	NULL	4A4B9FFE-6E83-DB6A-C860-7B38B2488597	1	37B1E0D9-C136-C7D3-AB69-19B081A94ADD	14	1.52636E+12	NULL	0										
158	1800	1	1526359447	1	NULL	D3D20663-B35E-02FC-AE02-591AE3566B0A	1	NULL	1	1.52636E+12	NULL	0										
159	1800	1	1526359519	1	NULL	D3D20663-B35E-02FC-AE02-591AE3566B0A	1	NULL	10	1.52636E+12	NULL	0										
160	1800	1	1526359596	1	NULL	D3D20663-B35E-02FC-AE02-591AE3566B0A	1	NULL	17	1.52636E+12	NULL	0										
161	1800	1	1526359997	1	NULL	9796422C-4CA1-F6B9-FB5C-B7F460644945	1	35FC94B9-DF12-CD00-AD28-017671F828CF	1	1.52636E+12	NULL	0										
1	1800	1	2	0	NULL	A4A57113-B35E-0583-51FA-D192E429947A	1	0	3	32000	32000	0		1526006697	198C10B7-5180-A926-EA94-671C0F6B9BFD	NULL	1	2	3	1.52601E+12	NULL	0
2	1800	1	2	0	NULL	A4A57113-B35E-0583-51FA-D192E429947A	1	0	3	29000	29000	0		1526006723	198C10B7-5180-A926-EA94-671C0F6B9BFD	NULL	1	2	6	1.52601E+12	NULL	0
3	1800	1	6	0	NULL	B5B46000-806D-349A-C861-6A2908EDD069	1	0	1	2000	2000	0		1526007070	43451872-13D4-6515-8075-5B8474D96CC4	NULL	1	2	2	1.52601E+12	NULL	0
4	1800	1	6	0	NULL	1F1ECAA6-E60B-5E39-FB5E-95D6AE822FCF	1	0	1	1000	1000	0		1526007429	09A97EFC-E5A2-3370-FE43-B36324EAAB7F	NULL	1	2	2	1.52601E+12	NULL	0
5	1800	1	6	0	NULL	5B5A8EE2-A24F-1A7F-9D38-F3B0D9F77A8B	1	0	1	2000	2000	0		1526007707	3AACB790-F232-00B2-219D-5C68DE59FAFB	NULL	1	2	2	1.52601E+12	NULL	0
6	1800	1	6	0	NULL	7978ACC1-917C-285D-BF1B-C083AF911CA8	1	0	1	2000	2000	0		1526007861	620479AE-5214-E960-2901-F48248AF9C43	NULL	1	2	2	1.52601E+12	NULL	0
7	1800	1	6	0	NULL	9796422C-4CA1-F6B2-40E7-0C4F8E811C45	1	0	1	1000	1000	0		1526008078	0611F823-B540-3EA9-3138-B737A63877E2	NULL	1	2	2	1.52601E+12	NULL	0
8	1800	1	6	0	NULL	0E0FDBB6-E60B-5F2A-C86C-B7F48DB33EDF	1	0	1	2000	2000	0		1526008125	F5DF5C0A-849D-32BA-8294-1F384868640E	NULL	1	2	2	1.52601E+12	NULL	0
9	1800	1	1	0	NULL	D3D20668-08E5-B2FF-9D3A-D19242444901	1	0	1	5000	5000	0		1526011277	A9A5A5DA-449C-3804-2A42-15BE655B5BDB	NULL	1	2	3	1.52601E+12	NULL	0
10	1800	1	1	0	NULL	D3D20668-08E5-B2FF-9D3A-D19242444901	1	0	3	29000	29000	0		1526011300	A9A5A5DA-449C-3804-2A42-15BE655B5BDB	NULL	1	3	4	1.52601E+12	NULL	0
11	1800	1	2	0	NULL	D3D20668-08E5-B2FF-9D3A-D19242444901	1	0	1	1000	1000	0		1526011358	26EDEA3E-EF82-2D0A-2A09-CDA3905A5A83	NULL	1	2	7	1.52601E+12	NULL	0
12	1800	1	3	0	NULL	97964228-08E5-B6BF-9D3E-95D68AC88541	1	0	1	8000	8000	0		1526014023	5CD27100-281D-9DF5-410C-B8E9DED16058	NULL	1	2	2	1.52601E+12	NULL	0
13	1800	1	4	0	NULL	97964228-08E5-B6BF-9D3E-95D68AC88541	1	0	7	19000	19000	0		1526014048	05DD105A-E454-DD77-94F6-E3EA2902D70A	NULL	1	2	4	1.52601E+12	NULL	0
14	1800	1	4	0	NULL	97964228-08E5-B6BF-9D3E-95D68AC88541	1	0	2	25000	25000	0		1526014052	05DD105A-E454-DD77-94F6-E3EA2902D70A	NULL	1	3	5	1.52601E+12	NULL	0
15	1800	1	1	0	NULL	C2C3177D-5DB0-E3E0-62C1-6A2920688514	1	0	7	8000	8000	0		1526019004	75552E5A-8822-91A7-1E14-1161B6C1FBB6	NULL	1	2	3	1.52602E+12	NULL	0
16	1800	1	1	0	NULL	C2C3177D-5DB0-E3E0-62C1-6A2920688514	1	0	7	9000	9000	0		1526019004	75552E5A-8822-91A7-1E14-1161B6C1FBB6	NULL	1	3	4	1.52602E+12	NULL	0
17	1800	1	1	0	NULL	C2C3177D-5DB0-E3E0-62C1-6A2920688514	1	0	3	26000	26000	0		1526019021	75552E5A-8822-91A7-1E14-1161B6C1FBB6	NULL	1	4	5	1.52602E+12	NULL	0
18	1800	1	3	0	NULL	C2C3177D-5DB0-E3E0-62C1-6A2920688514	1	0	7	11000	11000	0		1526019058	6BCDECE0-3D69-B797-8D3B-A4D71EB81F0B	NULL	1	2	10	1.52602E+12	NULL	0
19	1800	1	3	0	NULL	C2C3177D-5DB0-E3E0-62C1-6A2920688514	1	0	3	31000	31000	0		1526019076	6BCDECE0-3D69-B797-8D3B-A4D71EB81F0B	NULL	1	3	11	1.52602E+12	NULL	0
20	1800	1	4	0	NULL	C2C3177D-5DB0-E3E0-62C1-6A2920688514	1	0	10	11000	11000	0		1526019097	AF49C09C-4C61-BE2D-820B-168421ACA03C	NULL	1	2	14	1.52602E+12	NULL	0
21	1800	1	1	0	NULL	B5B46005-D538-6492-40EC-B7F42F922F6C	1	0	3	14000	14000	0		1526019406	E375CEE9-5EEF-F1BE-5881-C32972CAAA03	NULL	1	2	3	1.52602E+12	NULL	0
22	1800	1	1	0	NULL	F1F0244D-5DB0-E0D2-40E0-7B38FE877A24	1	0	3	13000	13000	0		1526020884	DC0EED19-9446-F1E0-43AF-935EFFD338A9	NULL	1	2	4	1.52602E+12	NULL	0
23	1800	1	3	0	NULL	F1F0244D-5DB0-E0D2-40E0-7B38FE877A24	1	0	3	18000	18000	0		1526020927	CC76D8E2-C040-0467-A3C8-2053AF2265C6	NULL	1	2	10	1.52602E+12	NULL	0
24	1800	1	4	0	NULL	F1F0244D-5DB0-E0D2-40E0-7B38FE877A24	1	0	10	7000	7000	0		1526020941	E0339B20-9B54-CA8F-A665-E57C4D332759	NULL	1	2	13	1.52602E+12	NULL	0
25	1800	1	4	0	NULL	E0E1355E-6E83-D1CA-C86A-D19265355837	1	0	10	2000	2000	0		1526021041	200FE4B8-0C14-4CA0-47F0-E505F3CD764A	NULL	1	2	2	1.52602E+12	NULL	0
26	1800	1	1	0	NULL	6869BDDF-7F92-C945-379C-B7F44E8994B6	1	0	3	12000	12000	0		1526021240	66568542-85F3-47EF-0B44-755D9F7A08B2	NULL	1	2	4	1.52602E+12	NULL	0
27	1800	1	3	0	NULL	6869BDDF-7F92-C945-379C-B7F44E8994B6	1	0	3	13000	13000	0		1526021270	D47E9893-B0BC-0DE6-8B91-F9DDC3109ED2	NULL	1	2	10	1.52602E+12	NULL	0
28	1800	1	4	0	NULL	B5B46008-08E5-B49A-C869-E2A199FCC161	1	0	10	2000	2000	0		1526021462	0F2F8A2C-6E78-7089-0693-102FEDBEF4EC	NULL	1	2	2	1.52602E+12	NULL	0
29	1800	1	5	0	NULL	B5B46008-08E5-B49A-C869-E2A199FCC161	1	0	2	15000	15000	0		1526021488	64A8ED3E-47B7-B544-F991-B6339BCF79D1	NULL	1	2	6	1.52602E+12	NULL	0
30	1800	1	6	0	NULL	B5B46008-08E5-B49A-C869-E2A199FCC161	1	0	2	11000	11000	0		1526021504	BEB2CF3A-A0A8-3B9B-BAD4-A9812AAE680E	NULL	1	2	10	1.52602E+12	NULL	0
31	1800	1	1	0	NULL	0E0FDBBC-4CA1-FF2C-AE00-7B38F06885D5	1	0	3	17000	17000	0		1526021637	79F53BCA-0876-7EC4-542F-90FE52DDCD53	NULL	1	2	4	1.52602E+12	NULL	0
32	1800	1	1	0	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	0	3	15462	15462	0		1526021793	03C797F3-4E74-F0A5-D0DE-8020DE3BF894	NULL	1	2	5	1.52602E+12	NULL	0
33	1800	1	3	0	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	0	3	16301	16301	0		1526021825	FF871F5B-5DD0-939F-740B-1F7C9C91F69F	NULL	1	2	13	1.52602E+12	NULL	0
34	1800	1	4	0	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	0	10	5976	5976	0		1526021834	8D6E6952-2067-36DC-EC27-F0B03414E606	NULL	1	2	16	1.52602E+12	NULL	0
35	1800	1	5	0	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	0	2	17282	17282	0		1526021860	29057AC8-6142-C071-273C-73F10B95DB46	NULL	1	2	20	1.52602E+12	NULL	0
36	1800	1	6	0	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	0	2	8556	8556	0		1526021871	B90CF47F-F2DD-2A05-B905-FAF63235D672	NULL	1	2	24	1.52602E+12	NULL	0
37	1800	1	7	0	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	0	2	40018	40018	0		1526021915	638E52C4-BE91-B768-0A25-F073C4918DFA	NULL	1	2	28	1.52602E+12	NULL	0
38	1800	1	7	0	NULL	A4A57119-19F4-A585-3796-1D5E006BB670	1	0	2	40000	40000	0		1526022104	AC59E4EE-7A21-D500-0918-570541167A0D	NULL	1	2	3	1.52602E+12	NULL	0
39	1800	1	1	0	NULL	4A4B9FF5-D538-6B66-04A7-0C4FCE88859C	2	0	3	16000	16000	0		1526062815	0B53166F-8E3B-68D3-FD89-71B1924E8A6F	NULL	1	2	4	1.52606E+12	NULL	0
40	1800	1	3	0	NULL	4A4B9FF5-D538-6B66-04A7-0C4FCE88859C	2	0	9	36000	36000	0		1526062878	6F36021E-88FA-0E85-277D-95E4CBA03387	NULL	1	2	11	1.52606E+12	NULL	0
41	1800	1	3	0	NULL	4A4B9FF5-D538-6B66-04A7-0C4FCE88859C	2	0	3	57000	57000	0		1526062896	6F36021E-88FA-0E85-277D-95E4CBA03387	NULL	1	3	12	1.52606E+12	NULL	0
42	1800	1	4	0	NULL	4A4B9FF5-D538-6B66-04A7-0C4FCE88859C	2	0	10	13000	13000	0		1526062916	3A01FFEC-DB93-8683-1FA8-B13199E3AB64	NULL	1	2	15	1.52606E+12	NULL	0
43	1800	1	5	0	NULL	4A4B9FF5-D538-6B66-04A7-0C4FCE88859C	2	0	6	12000	12000	0		1526062941	18EA8995-BE17-1801-2789-5C1A4BBA3350	NULL	1	2	19	1.52606E+12	NULL	0
44	1800	1	5	0	NULL	4A4B9FF5-D538-6B66-04A7-0C4FCE88859C	2	0	2	26000	26000	0		1526062952	18EA8995-BE17-1801-2789-5C1A4BBA3350	NULL	1	3	20	1.52606E+12	NULL	0
45	1800	1	6	0	NULL	4A4B9FF5-D538-6B66-04A7-0C4FCE88859C	2	0	6	8000	8000	0		1526062967	FF7EAF26-AA85-001E-F87E-E5709A9C21D8	NULL	1	2	24	1.52606E+12	NULL	0
46	1800	1	6	0	NULL	4A4B9FF5-D538-6B66-04A7-0C4FCE88859C	2	0	3	53000	53000	0		1526063011	FF7EAF26-AA85-001E-F87E-E5709A9C21D8	NULL	1	3	25	1.52606E+12	NULL	0
47	1800	1	7	0	NULL	4A4B9FF5-D538-6B66-04A7-0C4FCE88859C	2	0	2	73000	73000	0		1526063090	0657D964-F699-8C42-C34F-C1A31B0E8863	NULL	1	2	29	1.52606E+12	NULL	0
48	1800	1	7	0	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	0	2	26120	26120	0		1526067903	9296668E-0BCA-F060-C882-8B80C94E9DC8	NULL	1	2	6	1.52607E+12	NULL	0
49	1800	1	7	0	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	0	2	17110	17110	0		1526068055	85BF2F27-888D-F561-5347-4DA44B8145AA	NULL	1	2	8	1.52607E+12	NULL	0
50	1800	1	7	0	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	0	2	15287	15287	0		1526068599	C38344FF-F62B-A469-193B-86EBDE10E176	NULL	1	2	6	1.52607E+12	NULL	0
51	1800	1	5	0	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	0	3	14683	14683	0		1526068790	406A04B1-02B3-8903-AC3B-A2D4AAF00F7F	NULL	1	2	19	1.52607E+12	NULL	0
52	1800	1	7	0	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	0	6	5715	5715	0		1526069014	9371E8FE-BBA5-07DE-9C84-1728514D00F1	NULL	1	2	8	1.52607E+12	NULL	0
53	1800	1	7	0	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	0	6	12570	12570	0		1526069023	9371E8FE-BBA5-07DE-9C84-1728514D00F1	NULL	1	3	9	1.52607E+12	NULL	0
54	1800	1	7	0	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	0	2	15725	15725	0		1526069211	0B0D0801-A0D2-13E4-52E6-1D714A1A36D1	NULL	1	2	6	1.52607E+12	NULL	0
55	1800	1	7	0	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	0	3	21870	21870	0		1526069238	7359B5DA-3345-3B24-650E-8FAD56F969C8	NULL	1	2	10	1.52607E+12	NULL	0
56	1800	1	7	0	NULL	BE1CE12D-C316-1D6D-C889-F1775ECAC866	1	0	3	18692	18692	0		1526069683	6E0ACBCD-282E-54ED-D9A2-EBD1D51F4360	NULL	1	2	3	1.52607E+12	NULL	0
57	1800	1	1	0	NULL	02334B5E-9659-1341-4917-B1F67A202234	1	0	3	11132	11132	0		1526069897	97E367DF-C1BF-A721-5CBB-7ECA4A849C4F	NULL	1	2	4	1.52607E+12	NULL	0
58	1800	1	3	0	NULL	02334B5E-9659-1341-4917-B1F67A202234	1	0	3	8999	8999	0		1526069920	91D8A86B-9399-5555-4687-5F34AA282D5D	NULL	1	2	12	1.52607E+12	NULL	0
59	1800	1	4	0	NULL	02334B5E-9659-1341-4917-B1F67A202234	1	0	10	5343	5343	0		1526069929	C7A78FAB-EBD9-956C-D132-9ED46DE4FD09	NULL	1	2	15	1.52607E+12	NULL	0
60	1800	1	5	0	NULL	02334B5E-9659-1341-4917-B1F67A202234	1	0	2	6668	6668	0		1526069943	EED294AB-C3F2-BE2E-889B-62B2F4D669EF	NULL	1	2	19	1.52607E+12	NULL	0
61	1800	1	6	0	NULL	02334B5E-9659-1341-4917-B1F67A202234	1	0	2	5205	5205	0		1526069951	9430E543-9472-70A3-AA43-B1410233B9D4	NULL	1	2	23	1.52607E+12	NULL	0
62	1800	1	7	0	NULL	02334B5E-9659-1341-4917-B1F67A202234	1	0	2	12577	12577	0		1526069967	6432A8F2-DA78-90B6-5B0A-732E85097BC3	NULL	1	2	27	1.52607E+12	NULL	0
63	1800	1	7	0	NULL	02334B5E-9659-1341-4917-B1F67A202234	1	0	3	11293	11293	0		1526069984	B662EC4E-0EFB-4A0E-1C95-5862DCAE7ECE	NULL	1	2	31	1.52607E+12	NULL	0
64	1800	1	1	0	NULL	6D70AB3B-755E-58BE-5C40-70DE477E97B1	1	0	7	7392	7392	0		1526071714	E35D1315-DD3A-6401-1BFD-B6C5EE7FB083	NULL	1	2	4	1.52607E+12	NULL	0
65	1800	1	1	0	NULL	6D70AB3B-755E-58BE-5C40-70DE477E97B1	1	0	3	16340	16340	0		1526071722	E35D1315-DD3A-6401-1BFD-B6C5EE7FB083	NULL	1	3	5	1.52607E+12	NULL	0
66	1800	1	3	0	NULL	6D70AB3B-755E-58BE-5C40-70DE477E97B1	1	0	3	10655	10655	0		1526071745	C2E43526-52F9-19A1-2D68-B1F8343657EF	NULL	1	2	13	1.52607E+12	NULL	0
67	1800	1	4	0	NULL	6D70AB3B-755E-58BE-5C40-70DE477E97B1	1	0	10	5029	5029	0		1526071754	D299802E-4222-9EB9-6782-4459DF1D908C	NULL	1	2	16	1.52607E+12	NULL	0
68	1800	1	5	0	NULL	6D70AB3B-755E-58BE-5C40-70DE477E97B1	1	0	2	9369	9369	0		1526071774	4F321BD6-E293-562F-7814-2E9ECE31ABBB	NULL	1	2	20	1.52607E+12	NULL	0
69	1800	1	6	0	NULL	6D70AB3B-755E-58BE-5C40-70DE477E97B1	1	0	2	3381	3381	0		1526071781	7047D38F-5431-2904-B597-4455372632C7	NULL	1	2	24	1.52607E+12	NULL	0
70	1800	1	7	0	NULL	5B5A8EEE-6E83-DA79-FB52-591A91799487	1	0	6	39000	39000	0		1526072214	3414D692-8841-EE40-5984-C0CA1D206EB3	NULL	1	2	5	1.52607E+12	NULL	0
71	1800	1	1	0	NULL	797F40C7-3E9B-8784-FA75-712B57ADFB09	2	0	7	11559	11559	0		1526078660	A8BC4D41-F388-B452-8CB9-D00053650477	NULL	1	2	4	1.52608E+12	NULL	0
72	1800	1	1	0	NULL	797F40C7-3E9B-8784-FA75-712B57ADFB09	2	0	7	12578	12578	0		1526078663	A8BC4D41-F388-B452-8CB9-D00053650477	NULL	1	3	5	1.52608E+12	NULL	0
73	1800	1	1	0	NULL	797F40C7-3E9B-8784-FA75-712B57ADFB09	2	0	7	13458	13458	0		1526078663	A8BC4D41-F388-B452-8CB9-D00053650477	NULL	1	4	6	1.52608E+12	NULL	0
74	1800	1	1	0	NULL	797F40C7-3E9B-8784-FA75-712B57ADFB09	2	0	7	14245	14245	0		1526078663	A8BC4D41-F388-B452-8CB9-D00053650477	NULL	1	5	7	1.52608E+12	NULL	0
75	1800	1	1	0	NULL	797F40C7-3E9B-8784-FA75-712B57ADFB09	2	0	7	15038	15038	0		1526078666	A8BC4D41-F388-B452-8CB9-D00053650477	NULL	1	6	8	1.52608E+12	NULL	0
76	1800	1	1	0	NULL	797F40C7-3E9B-8784-FA75-712B57ADFB09	2	0	7	15189	15189	0		1526078666	A8BC4D41-F388-B452-8CB9-D00053650477	NULL	1	7	9	1.52608E+12	NULL	0
77	1800	1	1	0	NULL	797F40C7-3E9B-8784-FA75-712B57ADFB09	2	0	7	15360	15360	0		1526078666	A8BC4D41-F388-B452-8CB9-D00053650477	NULL	1	8	10	1.52608E+12	NULL	0
78	1800	1	1	0	NULL	797F40C7-3E9B-8784-FA75-712B57ADFB09	2	0	7	15510	15510	0		1526078666	A8BC4D41-F388-B452-8CB9-D00053650477	NULL	1	9	11	1.52608E+12	NULL	0
79	1800	1	1	0	NULL	797F40C7-3E9B-8784-FA75-712B57ADFB09	2	0	3	25159	25159	0		1526078673	A8BC4D41-F388-B452-8CB9-D00053650477	NULL	1	10	12	1.52608E+12	NULL	0
80	1800	1	3	0	NULL	797F40C7-3E9B-8784-FA75-712B57ADFB09	2	0	9	6029	6029	0		1526078731	DF592518-947D-86C0-54F5-47E921B607BA	NULL	1	2	18	1.52608E+12	NULL	0
81	1800	1	3	0	NULL	797F40C7-3E9B-8784-FA75-712B57ADFB09	2	0	7	15294	15294	0		1526078740	DF592518-947D-86C0-54F5-47E921B607BA	NULL	1	3	19	1.52608E+12	NULL	0
82	1800	1	3	0	NULL	797F40C7-3E9B-8784-FA75-712B57ADFB09	2	0	3	37040	37040	0		1526078759	DF592518-947D-86C0-54F5-47E921B607BA	NULL	1	4	20	1.52608E+12	NULL	0
83	1800	1	4	0	NULL	797F40C7-3E9B-8784-FA75-712B57ADFB09	2	0	10	12359	12359	0		1526078777	9FBD5590-F3A9-4468-A21A-80D0C4FEDAE0	NULL	1	2	23	1.52608E+12	NULL	0
84	1800	1	5	0	NULL	797F40C7-3E9B-8784-FA75-712B57ADFB09	2	0	6	15500	15500	0		1526078839	7818756A-EFC1-FC93-AB0E-F3AC085E2ACD	NULL	1	2	27	1.52608E+12	NULL	0
85	1800	1	5	0	NULL	797F40C7-3E9B-8784-FA75-712B57ADFB09	2	0	3	33438	33438	0		1526078854	7818756A-EFC1-FC93-AB0E-F3AC085E2ACD	NULL	1	3	28	1.52608E+12	NULL	0
