log_no_quest_id	gid	cid	log_ts	aid	a_detail	uid	vid	sessionid	session_seqid	client_ts	multiplayer_uid	multiplayer_seqid										
854	1800	1	1	0	NULL	944E11CF-8B6E-D58E-A77D-D02776D018F0	2	0	7	19469	19469	0		1526151474	7F91C837-C5AE-2F3C-8125-79848BA5E2F8	NULL	1	3	5	1.52615E+12	NULL	0
855	1800	1	1	0	NULL	944E11CF-8B6E-D58E-A77D-D02776D018F0	2	0	7	20569	20569	0		1526151474	7F91C837-C5AE-2F3C-8125-79848BA5E2F8	NULL	1	4	6	1.52615E+12	NULL	0
856	1800	1	1	0	NULL	944E11CF-8B6E-D58E-A77D-D02776D018F0	2	0	3	32278	32278	0		1526151485	7F91C837-C5AE-2F3C-8125-79848BA5E2F8	NULL	1	5	7	1.52615E+12	NULL	0
857	1800	1	3	0	NULL	944E11CF-8B6E-D58E-A77D-D02776D018F0	2	0	3	51111	51111	0		1526151835	3FDEBFC2-CDDA-0F2C-E98B-BA4238F876D6	NULL	1	2	13	1.52615E+12	NULL	0
858	1800	1	4	0	NULL	944E11CF-8B6E-D58E-A77D-D02776D018F0	2	0	10	30921	30921	0		1526151871	0EE74779-87B2-3AE1-70F1-4F99CADCC7D4	NULL	1	2	16	1.52615E+12	NULL	0
859	1800	1	5	0	NULL	944E11CF-8B6E-D58E-A77D-D02776D018F0	2	0	6	30497	30497	0		1526151955	2EDE32CF-1AB7-2DF6-0403-CB6FCB14E5B0	NULL	1	2	20	1.52615E+12	NULL	0
860	1800	1	5	0	NULL	944E11CF-8B6E-D58E-A77D-D02776D018F0	2	0	6	60945	60945	0		1526151985	2EDE32CF-1AB7-2DF6-0403-CB6FCB14E5B0	NULL	1	3	21	1.52615E+12	NULL	0
861	1800	1	5	0	NULL	944E11CF-8B6E-D58E-A77D-D02776D018F0	2	0	3	68318	68318	0		1526151990	2EDE32CF-1AB7-2DF6-0403-CB6FCB14E5B0	NULL	1	4	22	1.52615E+12	NULL	0
862	1800	1	6	0	NULL	944E11CF-8B6E-D58E-A77D-D02776D018F0	2	0	2	29324	29324	0		1526152022	CD08504E-C938-4D32-C6F6-2D3FC43262FA	NULL	1	2	26	1.52615E+12	NULL	0
863	1800	1	7	0	NULL	944E11CF-8B6E-D58E-A77D-D02776D018F0	2	0	3	75333	75333	0		1526152101	C8F367C6-7EA8-4E54-BA1D-71DC5563EA1E	NULL	1	2	30	1.52615E+12	NULL	0
864	1800	1	4	0	NULL	B5B46000-806D-3495-379E-95D6C42EE369	1	0	10	3000	3000	0		1526154581	2B7C66BD-3187-9754-71F1-5DD2CE1BB646	NULL	1	2	2	1.52615E+12	NULL	0
865	1800	1	1	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	7	27521	27521	0		1526155852	B510A289-0A78-0DA0-0A06-E5516FE8BD57	NULL	1	2	4	1.52616E+12	NULL	0
866	1800	1	1	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	7	29575	29575	0		1526155852	B510A289-0A78-0DA0-0A06-E5516FE8BD57	NULL	1	3	5	1.52616E+12	NULL	0
867	1800	1	1	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	3	44290	44290	0		1526155867	B510A289-0A78-0DA0-0A06-E5516FE8BD57	NULL	1	4	6	1.52616E+12	NULL	0
868	1800	1	3	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	9	10295	10295	0		1526155932	8A3F7A49-6E0C-04A2-9642-B6B3AF35DDBC	NULL	1	2	13	1.52616E+12	NULL	0
869	1800	1	3	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	3	38597	38597	0		1526155958	8A3F7A49-6E0C-04A2-9642-B6B3AF35DDBC	NULL	1	3	14	1.52616E+12	NULL	0
870	1800	1	4	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	10	23728	23728	0		1526155985	F3FD074D-E3EA-7EFB-3225-9A4794A84464	NULL	1	2	17	1.52616E+12	NULL	0
871	1800	1	5	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	6	31885	31885	0		1526156097	A4099DCE-0A8A-1D97-69EB-2AE1EB94F5F6	NULL	1	2	21	1.52616E+12	NULL	0
872	1800	1	5	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	3	52010	52010	0		1526156116	A4099DCE-0A8A-1D97-69EB-2AE1EB94F5F6	NULL	1	3	22	1.52616E+12	NULL	0
873	1800	1	6	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	2	82541	82541	0		1526156201	6953E6DC-F20D-B134-0A97-193CCC5615C4	NULL	1	2	26	1.52616E+12	NULL	0
874	1800	1	7	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	6	129233	129233	0		1526156336	F81DA8A0-E940-A00F-C7AA-1883F0115D94	NULL	1	2	30	1.52616E+12	NULL	0
875	1800	1	7	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	6	186192	186192	0		1526156393	F81DA8A0-E940-A00F-C7AA-1883F0115D94	NULL	1	3	31	1.52616E+12	NULL	0
876	1800	1	7	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	6	286599	286599	0		1526156492	F81DA8A0-E940-A00F-C7AA-1883F0115D94	NULL	1	4	32	1.52616E+12	NULL	0
877	1800	1	7	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	6	304304	304304	0		1526156510	F81DA8A0-E940-A00F-C7AA-1883F0115D94	NULL	1	5	33	1.52616E+12	NULL	0
878	1800	1	7	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	6	307090	307090	0		1526156513	F81DA8A0-E940-A00F-C7AA-1883F0115D94	NULL	1	6	34	1.52616E+12	NULL	0
879	1800	1	7	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	2	312003	312003	0		1526156516	F81DA8A0-E940-A00F-C7AA-1883F0115D94	NULL	1	7	35	1.52616E+12	NULL	0
880	1800	1	1	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	7	9802	9802	0		1526156572	988260BD-905B-B019-AD02-678D554A2B1B	NULL	1	2	4	1.52616E+12	NULL	0
881	1800	1	1	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	7	10028	10028	0		1526156572	988260BD-905B-B019-AD02-678D554A2B1B	NULL	1	3	5	1.52616E+12	NULL	0
882	1800	1	1	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	7	11453	11453	0		1526156572	988260BD-905B-B019-AD02-678D554A2B1B	NULL	1	4	6	1.52616E+12	NULL	0
883	1800	1	1	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	7	12480	12480	0		1526156575	988260BD-905B-B019-AD02-678D554A2B1B	NULL	1	5	7	1.52616E+12	NULL	0
884	1800	1	1	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	7	12769	12769	0		1526156575	988260BD-905B-B019-AD02-678D554A2B1B	NULL	1	6	8	1.52616E+12	NULL	0
885	1800	1	1	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	7	21992	21992	0		1526156583	50A96201-E579-D9E5-A2D2-BE7F1C29E516	NULL	1	2	4	1.52616E+12	NULL	0
886	1800	1	1	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	3	25615	25615	0		1526156585	988260BD-905B-B019-AD02-678D554A2B1B	NULL	1	7	9	1.52616E+12	NULL	0
887	1800	1	1	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	7	24440	24440	0		1526156586	50A96201-E579-D9E5-A2D2-BE7F1C29E516	NULL	1	3	5	1.52616E+12	NULL	0
888	1800	1	1	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	7	24958	24958	0		1526156586	50A96201-E579-D9E5-A2D2-BE7F1C29E516	NULL	1	4	6	1.52616E+12	NULL	0
889	1800	1	1	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	7	26258	26258	0		1526156586	50A96201-E579-D9E5-A2D2-BE7F1C29E516	NULL	1	5	7	1.52616E+12	NULL	0
890	1800	1	1	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	7	40278	40278	0		1526156601	50A96201-E579-D9E5-A2D2-BE7F1C29E516	NULL	1	6	8	1.52616E+12	NULL	0
891	1800	1	1	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	7	48810	48810	0		1526156610	50A96201-E579-D9E5-A2D2-BE7F1C29E516	NULL	1	7	9	1.52616E+12	NULL	0
892	1800	1	1	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	7	56785	56785	0		1526156616	50A96201-E579-D9E5-A2D2-BE7F1C29E516	NULL	1	8	10	1.52616E+12	NULL	0
893	1800	1	3	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	8	5193	5193	0		1526156626	1A84EB92-D23E-D6B2-0AD3-FF060F2EDF4E	NULL	1	2	15	1.52616E+12	NULL	0
894	1800	1	3	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	7	5198	5198	0		1526156626	1A84EB92-D23E-D6B2-0AD3-FF060F2EDF4E	NULL	1	3	16	1.52616E+12	NULL	0
895	1800	1	3	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	8	5722	5722	0		1526156626	1A84EB92-D23E-D6B2-0AD3-FF060F2EDF4E	NULL	1	4	17	1.52616E+12	NULL	0
896	1800	1	3	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	7	5740	5740	0		1526156626	1A84EB92-D23E-D6B2-0AD3-FF060F2EDF4E	NULL	1	5	18	1.52616E+12	NULL	0
897	1800	1	3	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	9	6870	6870	0		1526156629	1A84EB92-D23E-D6B2-0AD3-FF060F2EDF4E	NULL	1	6	19	1.52616E+12	NULL	0
898	1800	1	3	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	9	9472	9472	0		1526156632	1A84EB92-D23E-D6B2-0AD3-FF060F2EDF4E	NULL	1	7	20	1.52616E+12	NULL	0
899	1800	1	3	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	9	10492	10492	0		1526156632	1A84EB92-D23E-D6B2-0AD3-FF060F2EDF4E	NULL	1	8	21	1.52616E+12	NULL	0
900	1800	1	3	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	9	10921	10921	0		1526156632	1A84EB92-D23E-D6B2-0AD3-FF060F2EDF4E	NULL	1	9	22	1.52616E+12	NULL	0
901	1800	1	1	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	3	90339	90339	0		1526156649	50A96201-E579-D9E5-A2D2-BE7F1C29E516	NULL	1	9	11	1.52616E+12	NULL	0
902	1800	1	3	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	3	37734	37734	0		1526156658	1A84EB92-D23E-D6B2-0AD3-FF060F2EDF4E	NULL	1	10	23	1.52616E+12	NULL	0
903	1800	1	1	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	7	136742	136742	0		1526156661	984CA351-28B8-745B-475C-3FBAA1D3CC94	NULL	1	2	40	1.52616E+12	NULL	0
904	1800	1	1	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	3	149293	149293	0		1526156672	984CA351-28B8-745B-475C-3FBAA1D3CC94	NULL	1	3	41	1.52616E+12	NULL	0
905	1800	1	4	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	10	10194	10194	0		1526156673	92AF2328-A96B-E2E6-E437-073EDB732017	NULL	1	2	26	1.52616E+12	NULL	0
906	1800	1	5	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	6	18192	18192	0		1526156712	BB8B4FBE-A229-E4FF-B2EC-1AC0BF895AFA	NULL	1	2	30	1.52616E+12	NULL	0
907	1800	1	3	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	8	18434	18434	0		1526156729	6AC38FE6-4766-73F5-BD0D-5E4EA210A5B1	NULL	1	2	17	1.52616E+12	NULL	0
908	1800	1	3	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	7	18436	18436	0		1526156729	6AC38FE6-4766-73F5-BD0D-5E4EA210A5B1	NULL	1	3	18	1.52616E+12	NULL	0
909	1800	1	3	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	7	26117	26117	0		1526156735	6AC38FE6-4766-73F5-BD0D-5E4EA210A5B1	NULL	1	4	19	1.52616E+12	NULL	0
910	1800	1	3	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	9	2988	2988	0		1526156737	92C4B12E-004C-FA6F-13C8-7CD2C71B4690	NULL	1	2	47	1.52616E+12	NULL	0
911	1800	1	3	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	7	27797	27797	0		1526156738	6AC38FE6-4766-73F5-BD0D-5E4EA210A5B1	NULL	1	5	20	1.52616E+12	NULL	0
912	1800	1	3	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	7	28981	28981	0		1526156738	6AC38FE6-4766-73F5-BD0D-5E4EA210A5B1	NULL	1	6	21	1.52616E+12	NULL	0
913	1800	1	5	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	3	47406	47406	0		1526156739	BB8B4FBE-A229-E4FF-B2EC-1AC0BF895AFA	NULL	1	3	31	1.52616E+12	NULL	0
914	1800	1	3	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	8	4537	4537	0		1526156740	92C4B12E-004C-FA6F-13C8-7CD2C71B4690	NULL	1	3	48	1.52616E+12	NULL	0
915	1800	1	3	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	7	4539	4539	0		1526156740	92C4B12E-004C-FA6F-13C8-7CD2C71B4690	NULL	1	4	49	1.52616E+12	NULL	0
916	1800	1	3	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	7	31464	31464	0		1526156741	6AC38FE6-4766-73F5-BD0D-5E4EA210A5B1	NULL	1	7	22	1.52616E+12	NULL	0
917	1800	1	3	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	7	9218	9218	0		1526156746	92C4B12E-004C-FA6F-13C8-7CD2C71B4690	NULL	1	5	50	1.52616E+12	NULL	0
918	1800	1	3	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	3	27538	27538	0		1526156762	92C4B12E-004C-FA6F-13C8-7CD2C71B4690	NULL	1	6	51	1.52616E+12	NULL	0
919	1800	1	6	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	2	25239	25239	0		1526156767	C5F3FDE8-AC31-C5E3-6587-3CC4A9AC005B	NULL	1	2	35	1.52616E+12	NULL	0
920	1800	1	4	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	10	10238	10238	0		1526156777	FE0ED623-D81B-D7FC-24FC-7D41FC3C018A	NULL	1	2	54	1.52616E+12	NULL	0
921	1800	1	3	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	3	69384	69384	0		1526156777	6AC38FE6-4766-73F5-BD0D-5E4EA210A5B1	NULL	1	8	23	1.52616E+12	NULL	0
922	1800	1	4	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	10	16859	16859	0		1526156798	71AF48B4-F45C-6686-A8A3-3C8D99D31AE1	NULL	1	2	26	1.52616E+12	NULL	0
923	1800	1	7	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	6	32773	32773	0		1526156803	C9916DE7-6401-A131-34BF-C84387EE139B	NULL	1	2	39	1.52616E+12	NULL	0
924	1800	1	7	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	6	36024	36024	0		1526156807	C9916DE7-6401-A131-34BF-C84387EE139B	NULL	1	3	40	1.52616E+12	NULL	0
925	1800	1	7	0	NULL	92335C1B-ABC1-DC11-FE17-530B6EF2C863	2	0	2	37270	37270	0		1526156807	C9916DE7-6401-A131-34BF-C84387EE139B	NULL	1	4	41	1.52616E+12	NULL	0
926	1800	1	5	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	2	18909	18909	0		1526156807	B3FB4B25-4CFE-65F8-7C15-10E330258D2B	NULL	1	2	58	1.52616E+12	NULL	0
927	1800	1	6	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	2	8537	8537	0		1526156819	C6EA9C82-841E-EF14-6465-72C9033A7B83	NULL	1	2	62	1.52616E+12	NULL	0
928	1800	1	7	0	NULL	AD586E8E-F173-13DD-9196-D97A705DF9BD	2	0	2	17440	17440	0		1526156839	61E5BAD9-35BA-8527-227C-EC7A30ED9DE3	NULL	1	2	66	1.52616E+12	NULL	0
929	1800	1	5	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	6	19735	19735	0		1526156860	5943FBA3-1C54-F47D-DE53-EAF8572E85BB	NULL	1	2	30	1.52616E+12	NULL	0
930	1800	1	5	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	3	75684	75684	0		1526156914	5943FBA3-1C54-F47D-DE53-EAF8572E85BB	NULL	1	3	31	1.52616E+12	NULL	0
931	1800	1	6	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	6	61885	61885	0		1526156980	AB4BD6DA-53C7-89B1-8E22-B5B7BF46253F	NULL	1	2	35	1.52616E+12	NULL	0
932	1800	1	6	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	2	92745	92745	0		1526157010	AB4BD6DA-53C7-89B1-8E22-B5B7BF46253F	NULL	1	3	36	1.52616E+12	NULL	0
933	1800	1	7	0	NULL	B659E28A-F476-001C-95B3-D4948F350B48	2	0	2	173108	173108	0		1526157186	76F47FCA-DBE5-22BA-4D22-7937ECF64EEC	NULL	1	2	40	1.52616E+12	NULL	0
934	1800	1	1	0	NULL	FD1B34B3-FEC1-366A-C79C-5D3A8C580341	2	0	3	33990	33990	0		1526157984	D0D201E8-E31E-244E-DAFD-DD4AF28B52D8	NULL	1	2	4	1.52616E+12	NULL	0
935	1800	1	3	0	NULL	FD1B34B3-FEC1-366A-C79C-5D3A8C580341	2	0	8	9910	9910	0		1526158053	23DC427F-71A2-C73A-E991-3C47E8D78031	NULL	1	2	10	1.52616E+12	NULL	0
936	1800	1	3	0	NULL	FD1B34B3-FEC1-366A-C79C-5D3A8C580341	2	0	7	9914	9914	0		1526158053	23DC427F-71A2-C73A-E991-3C47E8D78031	NULL	1	3	11	1.52616E+12	NULL	0
937	1800	1	3	0	NULL	FD1B34B3-FEC1-366A-C79C-5D3A8C580341	2	0	9	11198	11198	0		1526158053	23DC427F-71A2-C73A-E991-3C47E8D78031	NULL	1	4	12	1.52616E+12	NULL	0
938	1800	1	3	0	NULL	FD1B34B3-FEC1-366A-C79C-5D3A8C580341	2	0	9	12878	12878	0		1526158056	23DC427F-71A2-C73A-E991-3C47E8D78031	NULL	1	5	13	1.52616E+12	NULL	0
939	1800	1	3	0	NULL	FD1B34B3-FEC1-366A-C79C-5D3A8C580341	2	0	7	20454	20454	0		1526158062	23DC427F-71A2-C73A-E991-3C47E8D78031	NULL	1	6	14	1.52616E+12	NULL	0
940	1800	1	3	0	NULL	FD1B34B3-FEC1-366A-C79C-5D3A8C580341	2	0	7	21378	21378	0		1526158065	23DC427F-71A2-C73A-E991-3C47E8D78031	NULL	1	7	15	1.52616E+12	NULL	0
941	1800	1	3	0	NULL	FD1B34B3-FEC1-366A-C79C-5D3A8C580341	2	0	3	40808	40808	0		1526158082	23DC427F-71A2-C73A-E991-3C47E8D78031	NULL	1	8	16	1.52616E+12	NULL	0
942	1800	1	4	0	NULL	FD1B34B3-FEC1-366A-C79C-5D3A8C580341	2	0	10	152404	152404	0		1526158238	AEEB03F7-E9C0-DAC9-6D83-64578D8108FF	NULL	1	2	19	1.52616E+12	NULL	0
943	1800	1	5	0	NULL	FD1B34B3-FEC1-366A-C79C-5D3A8C580341	2	0	6	16856	16856	0		1526158279	C438BAE7-2660-BA15-D5EB-4D3654B78CF7	NULL	1	2	23	1.52616E+12	NULL	0
944	1800	1	5	0	NULL	FD1B34B3-FEC1-366A-C79C-5D3A8C580341	2	0	6	53162	53162	0		1526158316	C438BAE7-2660-BA15-D5EB-4D3654B78CF7	NULL	1	3	24	1.52616E+12	NULL	0
945	1800	1	5	0	NULL	FD1B34B3-FEC1-366A-C79C-5D3A8C580341	2	0	3	55216	55216	0		1526158316	C438BAE7-2660-BA15-D5EB-4D3654B78CF7	NULL	1	4	25	1.52616E+12	NULL	0
946	1800	1	6	0	NULL	FD1B34B3-FEC1-366A-C79C-5D3A8C580341	2	0	6	31874	31874	0		1526158353	211642E4-932C-E144-9F09-8073418770E5	NULL	1	2	29	1.52616E+12	NULL	0
947	1800	1	6	0	NULL	FD1B34B3-FEC1-366A-C79C-5D3A8C580341	2	0	2	95594	95594	0		1526158416	211642E4-932C-E144-9F09-8073418770E5	NULL	1	3	30	1.52616E+12	NULL	0
948	1800	1	1	0	NULL	3D3CE883-B35E-0C14-2684-3F7CEDBEE3EA	1	0	3	13000	13000	0		1526162620	872F1138-0604-A397-2BC9-1B47D02A635D	NULL	1	2	4	1.52616E+12	NULL	0
949	1800	1	3	0	NULL	3D3CE883-B35E-0C14-2684-3F7CEDBEE3EA	1	0	3	19000	19000	0		1526162679	34983857-0C13-4054-397A-57CC6F2F6C46	NULL	1	2	10	1.52616E+12	NULL	0
950	1800	1	4	0	NULL	3D3CE883-B35E-0C14-2684-3F7CEDBEE3EA	1	0	10	17000	17000	0		1526162702	36CDBDB5-EB28-0C25-9827-5EC57F52CDFF	NULL	1	2	13	1.52616E+12	NULL	0
951	1800	1	5	0	NULL	3D3CE883-B35E-0C14-2684-3F7CEDBEE3EA	1	0	6	27000	27000	0		1526162800	E7BB75E8-6317-32E0-55E7-7C27D9395B6C	NULL	1	2	17	1.52616E+12	NULL	0
952	1800	1	5	0	NULL	3D3CE883-B35E-0C14-2684-3F7CEDBEE3EA	1	0	3	55000	55000	0		1526162828	E7BB75E8-6317-32E0-55E7-7C27D9395B6C	NULL	1	3	18	1.52616E+12	NULL	0
953	1800	1	6	0	NULL	3D3CE883-B35E-0C14-2684-3F7CEDBEE3EA	1	0	3	46000	46000	0		1526162879	EB566771-94F7-4130-948E-D07039A18E18	NULL	1	2	22	1.52616E+12	NULL	0
954	1800	1	1	0	NULL	DD996852-E4B4-F9E3-8634-5F62FBE9FDDA	2	0	3	18030	18030	0		1526164021	A3EB461C-8C81-DC72-D3F6-DE74A5391E3D	NULL	1	2	4	1.52616E+12	NULL	0
955	1800	1	3	0	NULL	DD996852-E4B4-F9E3-8634-5F62FBE9FDDA	2	0	3	26516	26516	0		1526164086	5FDBE8BE-520E-D36B-5874-B9DF712D17EB	NULL	1	2	10	1.52616E+12	NULL	0
956	1800	1	4	0	NULL	DD996852-E4B4-F9E3-8634-5F62FBE9FDDA	2	0	10	26402	26402	0		1526164117	7D5B013A-1DF3-D464-B1A1-DBF320CF89D4	NULL	1	2	13	1.52616E+12	NULL	0
957	1800	1	5	0	NULL	DD996852-E4B4-F9E3-8634-5F62FBE9FDDA	2	0	6	23449	23449	0		1526164151	B3195DC0-CAEC-ED8D-33E3-C2381CFF1CF7	NULL	1	2	17	1.52616E+12	NULL	0
958	1800	1	5	0	NULL	DD996852-E4B4-F9E3-8634-5F62FBE9FDDA	2	0	3	45756	45756	0		1526164173	B3195DC0-CAEC-ED8D-33E3-C2381CFF1CF7	NULL	1	3	18	1.52616E+12	NULL	0
959	1800	1	6	0	NULL	DD996852-E4B4-F9E3-8634-5F62FBE9FDDA	2	0	3	94939	94939	0		1526164271	D00FE17B-2394-984D-0B76-367C89648A57	NULL	1	2	22	1.52616E+12	NULL	0
960	1800	1	7	0	NULL	DD996852-E4B4-F9E3-8634-5F62FBE9FDDA	2	0	6	131124	131124	0		1526164406	D785F958-B8DB-12B1-F757-1CA20DA408BA	NULL	1	2	26	1.52616E+12	NULL	0
961	1800	1	7	0	NULL	DD996852-E4B4-F9E3-8634-5F62FBE9FDDA	2	0	6	430451	430451	0		1526164706	D785F958-B8DB-12B1-F757-1CA20DA408BA	NULL	1	3	27	1.52616E+12	NULL	0
962	1800	1	7	0	NULL	DD996852-E4B4-F9E3-8634-5F62FBE9FDDA	2	0	2	434447	434447	0		1526164709	D785F958-B8DB-12B1-F757-1CA20DA408BA	NULL	1	4	28	1.52616E+12	NULL	0
963	1800	1	1	0	NULL	C2C31773-B35E-03E3-51FC-B7F4C06BB61A	1	0	3	12000	12000	0		1526165155	C2A050F1-369A-C891-511E-F48344C13E83	NULL	1	2	4	1.52616E+12	NULL	0
964	1800	1	3	0	NULL	C2C31773-B35E-03E3-51FC-B7F4C06BB61A	1	0	3	18000	18000	0		1526165195	524D59DB-44AE-01AE-4CEA-768084B1CE15	NULL	1	2	10	1.52616E+12	NULL	0
965	1800	1	4	0	NULL	C2C31773-B35E-03E3-51FC-B7F4C06BB61A	1	0	10	13000	13000	0		1526165214	C977E8C8-D284-09B2-9F8B-55B814A26BD8	NULL	1	2	13	1.52616E+12	NULL	0
966	1800	1	5	0	NULL	C2C31773-B35E-03E3-51FC-B7F4C06BB61A	1	0	3	29000	29000	0		1526165259	53A6A2FA-A331-1643-5C62-707ABD6256D8	NULL	1	2	17	1.52616E+12	NULL	0
967	1800	1	1	0	NULL	B403E539-1C4C-226B-4DE3-647A878C630E	2	0	7	34665	34665	0		1526168189	DA7F8AC2-FC70-ECC0-190D-466A62189F1B	NULL	1	2	4	1.52617E+12	NULL	0
968	1800	1	1	0	NULL	B403E539-1C4C-226B-4DE3-647A878C630E	2	0	7	40011	40011	0		1526168195	DA7F8AC2-FC70-ECC0-190D-466A62189F1B	NULL	1	3	5	1.52617E+12	NULL	0
969	1800	1	1	0	NULL	B403E539-1C4C-226B-4DE3-647A878C630E	2	0	7	44442	44442	0		1526168198	DA7F8AC2-FC70-ECC0-190D-466A62189F1B	NULL	1	4	6	1.52617E+12	NULL	0
970	1800	1	1	0	NULL	B403E539-1C4C-226B-4DE3-647A878C630E	2	0	7	46436	46436	0		1526168201	DA7F8AC2-FC70-ECC0-190D-466A62189F1B	NULL	1	5	7	1.52617E+12	NULL	0
971	1800	1	1	0	NULL	B403E539-1C4C-226B-4DE3-647A878C630E	2	0	7	46997	46997	0		1526168201	DA7F8AC2-FC70-ECC0-190D-466A62189F1B	NULL	1	6	8	1.52617E+12	NULL	0
972	1800	1	1	0	NULL	B403E539-1C4C-226B-4DE3-647A878C630E	2	0	7	55318	55318	0		1526168210	DA7F8AC2-FC70-ECC0-190D-466A62189F1B	NULL	1	7	9	1.52617E+12	NULL	0
973	1800	1	1	0	NULL	B403E539-1C4C-226B-4DE3-647A878C630E	2	0	7	56849	56849	0		1526168210	DA7F8AC2-FC70-ECC0-190D-466A62189F1B	NULL	1	8	10	1.52617E+12	NULL	0
974	1800	1	1	0	NULL	B403E539-1C4C-226B-4DE3-647A878C630E	2	0	7	57804	57804	0		1526168213	DA7F8AC2-FC70-ECC0-190D-466A62189F1B	NULL	1	9	11	1.52617E+12	NULL	0
975	1800	1	1	0	NULL	B403E539-1C4C-226B-4DE3-647A878C630E	2	0	7	58489	58489	0		1526168213	DA7F8AC2-FC70-ECC0-190D-466A62189F1B	NULL	1	10	12	1.52617E+12	NULL	0
