count(dqid)	uid
2	0007030B-6BEF-BFD3-AEB6-0A01DBDB4DAE
25	004E6804-6939-9D83-CD61-20265AFC7D56
28	00697C97-B6C4-713E-AE27-F7207B046711
15	006B6914-0BA6-5A5E-9926-1AC1D00C5411
19	019854D3-07D9-2FBC-D3BE-0382A76D768D
19	01E59CC2-29AD-03FB-E2E6-8C89060620D6
22	044EBF09-7907-D639-ECE3-DDDE13767567
6	05540686-9634-614F-A3F9-D2E97B1A1678
16	0A9310F6-65DE-A2D5-5434-4418D932D837
9	0D19D833-AF12-E91E-4547-24FFBE82A60C
19	0DE3796C-847A-EBD0-A3A8-059BD285FBC2
14	0F9D348A-6EA1-6F23-25F4-FCEDECB6F3BA
16	0FD00899-EA04-5BDF-D84B-B0E03E80EED0
13	123987C1-F147-F679-27F5-0F972710E700
12	125259E7-C199-AACF-4536-C4D812DD3D33
7	12A23CC4-067D-E78E-5D55-9B5D17AFE634
19	12E3B1F9-0553-1831-E304-F2A3A082D34D
19	12E570E5-DD51-B974-76BE-3B7C514B7F27
32	12FD0770-135B-07F1-1245-A3E7E79AAD62
16	164DD44A-4F1B-8E4B-252C-243A58F005A6
13	1B414CF8-3D72-3FBE-33A3-5DD3CAD9711E
3	1BCC587E-928A-84A9-288B-C40446AFA967
16	1C382550-6C15-8963-BC6B-1294B9343D80
7	1C6234BA-1416-2F45-AAF0-D16B4C7AB52C
9	1CD79D4B-1574-85A5-657A-7869ABF6086D
25	1D4BBF2C-7399-8FAF-EE08-D0B280EFC1E8
22	2120CF40-C1EA-BFA5-8D6A-201E59E213DE
16	22B1CA4D-EA7D-BF00-E0EC-9C72D04AF80C
32	22C73090-73AA-12D6-9313-353CC6EFCD20
16	23DDB242-9066-55ED-9CFA-22E8F9B539F8
32	252D6151-F4A1-3D71-34B3-509E986786C0
11	257D97E4-4116-60F3-CCF8-CFF393EF22E2
14	28DD8403-DACA-490E-A47A-EAC49B1F411D
22	296268FD-8320-431B-C988-2FFA48296816
8	2C7ECBBB-EE21-87EF-58CC-9D1164FD3644
13	2C905C55-F8D0-4F38-7206-99C858FDC68F
16	2D66B023-E764-BA50-8AC0-EBDEE369BA8B
27	2FAB8FA2-F5E7-4ADB-D5A7-0729E9924159
4	300E4504-CF2E-4547-2AEF-9768C1C73C91
7	31A01D15-8758-7C24-2BEB-DF206476F59C
16	3201D249-5A8A-5464-1139-BA1A7E87A183
36	3265A877-EDEA-554F-4157-7A4A15AC384F
15	32672BC3-19C7-0D4B-E527-1A5F4D8A2364
11	3330AEAD-2DFA-DA4F-7DAA-79055032614D
32	34340E5C-C7C7-F34D-52BB-55516D864652
10	36260605-EDB3-8D6B-2E6A-1CDE74B54E38
13	39B9D8ED-2EA3-8096-5CDD-86FF5527CD8B
4	39E94214-E93C-8053-ED88-E02D7C30E926
16	3AA45BD5-F5C6-56DC-4A8E-E30B24F2960B
