qid	powerup	dqid	timestamp	q_detail
13	72	21FD25C1-A150-4E87-2C9F-BAC5FA5B6AFD	1527622321	{"won":true,"time":97.349999999996}
17	72	1B6EBA6D-0687-9929-EFEE-34844E1349B9	1527622481	{"won":true,"time":31.883333333333}
9	72	A70D184E-67B8-33CD-C83B-E91633F878F3	1527622946	{"won":true,"time":56.649999999998}
9	72	FA91CC55-3673-3AC3-492C-3AA438CDCA36	1527622970	{"won":true,"time":118.18333333333}
9	71	A70D184E-67B8-33CD-C83B-E91633F878F3	1527623076	{"won":true,"time":56.649999999998}
11	72	0862AA3E-A330-6C95-09B6-8048C0C27975	1527623310	NULL
17	72	F34DD3AE-46B2-806D-E2A4-5D86D9ABEEA0	1527623567	{"won":false,"time":131.35,"answer":"00:00"}
17	72	F34DD3AE-46B2-806D-E2A4-5D86D9ABEEA0	1527623660	{"won":false,"time":131.35,"answer":"00:00"}
11	72	9D497640-7E9C-44CB-89AC-C7910A29909F	1527624693	{"won":false,"time":5.5074167448765e-11,"answer":null}
11	71	9D497640-7E9C-44CB-89AC-C7910A29909F	1527624811	{"won":false,"time":5.5074167448765e-11,"answer":null}
9	72	91BE9B00-50AB-84FF-9194-9E03A2121576	1527625456	{"won":true,"time":58.666666666665}
15	72	E17287B8-5362-A556-9B82-832E8AC2CC4B	1527625618	{"won":true,"time":50.083333333332}
9	72	55AAEFFE-BE72-1DB1-D761-0EB942F471A7	1527626238	NULL
15	71	9DBE20D3-597A-46CC-AD68-1F7CA5957757	1527627742	{"won":false,"time":16.866666666667,"answer":"00:00"}
11	71	A51F6EE8-BE49-60C3-6701-5ACD6B90D8F4	1527628078	{"won":true,"time":95.866666666663}
15	72	C5AC1923-5C42-C041-D4F2-2C1B516A47BE	1527628104	{"won":false,"time":97.699999999996,"answer":"00:00"}
9	71	F6C6EAE6-B87E-A12E-C686-BCAA02F4D33C	1527628586	NULL
11	72	177329C0-6CBB-A430-145D-5741D82FFFB7	1527628819	{"won":true,"time":207.21666666672}
13	72	47BAD79C-1A68-A545-61AA-49900A256AD2	1527629051	{"won":false,"time":112.09999999999,"answer":"00:00"}
9	72	C00C1D02-0028-6788-21A4-DBDEBBFE9C8B	1527629180	NULL
9	72	C8FF395F-9B3F-56CF-56F1-4FE530295734	1527629707	NULL
13	72	DE332275-F0BD-15CE-F042-D1885234D7BF	1527629820	{"won":false,"time":2.25,"answer":"00:00"}
13	71	DE332275-F0BD-15CE-F042-D1885234D7BF	1527629861	{"won":false,"time":2.25,"answer":"00:00"}
17	72	DF412065-0D43-6D8B-1A09-B36286458E25	1527629991	{"won":false,"time":44.883333333332,"answer":"13:96"}
9	72	93F7EB51-6E63-D2BA-D54C-2419C503438C	1527631368	{"won":true,"time":108.7}
9	72	C18BFBE9-8618-897A-2265-3B75A639BB85	1527634671	{"won":false,"time":192.18333333338,"answer":"07:00"}
9	71	3945FCCC-C517-804C-7872-2D5CA7AD2A05	1527634779	{"won":false,"time":192.61666666671,"answer":"11:35"}
9	72	3945FCCC-C517-804C-7872-2D5CA7AD2A05	1527634788	{"won":false,"time":192.61666666671,"answer":"11:35"}
9	72	C497C2E8-7838-B4FD-4D8B-367A7E2CCF05	1527634884	{"won":true,"time":167.56666666669}
11	72	4C391FA9-9401-BED5-4CD5-DF0F031E4686	1527635035	{"won":true,"time":297.06666666673}
11	72	4626197C-4C3A-3B3E-FAC9-0C711A19186B	1527635460	{"won":false,"time":139.25,"answer":"05:40"}
11	71	4626197C-4C3A-3B3E-FAC9-0C711A19186B	1527635556	{"won":false,"time":139.25,"answer":"05:40"}
15	72	81C0D4F1-DF38-280F-FE98-8A100CBA4EA9	1527635587	NULL
17	72	FBBBE3D3-CB18-ECEE-BBCE-C1B0218D7FBA	1527635613	{"won":true,"time":87.28333333333}
15	72	17A329A7-B164-D2FC-15E5-9C8051439DF3	1527635944	{"won":true,"time":130.63333333333}
15	72	17A329A7-B164-D2FC-15E5-9C8051439DF3	1527635948	{"won":true,"time":130.63333333333}
11	72	83B28C0E-586D-A1B2-7C13-DE0E52380809	1527637341	{"won":true,"time":230.91666666674}
9	72	CB699CE3-07A3-DEB9-C3E0-7F6E1F644A30	1527639414	NULL
17	72	F5858AE6-BFF3-8F8C-0E19-F4DB94A81F66	1527719379	{"won":true,"time":124.03333333333}
